Heroe 1,Heroe 2
King Nereus,Captain Marvel
King Nereus,Chitauri Footsoldier
King Nereus,Corvus Glaive
King Nereus,Crossbones
King Nereus,Cull Obsidian
King Nereus,Dar-Benn
King Nereus,Daredevil
King Nereus,Deathlok
King Nereus,Destroyer
King Nereus,Doctor Strange
King Nereus,Dormammu
King Nereus,Drax The Destroyer
King Nereus,Ebony Maw
King Nereus,Echo
King Nereus,Ego
King Nereus,Elektra
King Nereus,Eternity
King Nereus,Falcon
King Nereus,Fandral
King Nereus,Fat Thor
King Nereus,Fenris
King Nereus,Frigga
King Nereus,G'iah
King Nereus,Gamora
King Nereus,Gargantos
King Nereus,Ghost
King Nereus,Ghost Rider
King Nereus,Giant-Man
King Nereus,Gilgamesh
King Nereus,Gorr The God Butcher
King Nereus,Gravik
King Nereus,Groot
King Nereus,Hawkeye
King Nereus,Hawkeye
King Nereus,Heimdall
King Nereus,Hela
King Nereus,High Evolutionary
King Nereus,Hulk (Stark Gauntlet)
King Nereus,Hulk
King Nereus,Ikaris
King Nereus,Iron Fist
King Nereus,Iron Man
King Nereus,Iron Man (Mk 1)
King Nereus,Iron Man (Stark Gauntlet)
King Nereus,Iron Man (Hulkbuster)
King Nereus,Iron Monger
King Nereus,Iron Spider
King Nereus,Ironheart
King Nereus,Jemiah The Analyzer
King Nereus,Jessica Jones
King Nereus,Kaecilius
King Nereus,Kang the Conqueror
King Nereus,Killian
King Nereus,Killmonger
King Nereus,Kingo
King Nereus,Kingpin
King Nereus,Korath The Pursuer
King Nereus,Korg
King Nereus,Kro
King Nereus,Kurse
King Nereus,Kid Loki
King Nereus,Lady Loki
King Nereus,Leo Fitz
King Nereus,Leviathan
King Nereus,Loki
King Nereus,Loki (Mind Stone)
King Nereus,Loki (Keeper Of The Multiverse)
King Nereus,Loki (Variant L1130)
King Nereus,Loki (King of Asgard)
King Nereus,Luke Cage
King Nereus,M'baku
King Nereus,Makkari
King Nereus,Malekith (Reality Stone)
King Nereus,Malekith
King Nereus,Mandarin
King Nereus,Mantis
King Nereus,Mighty Thor
King Nereus,MODOK
King Nereus,Moon Knight
King Nereus,Mr. Fantastic (Earth 838)
King Nereus,Mr. Knight
King Nereus,Ms. America
King Nereus,Ms. Marvel
King Nereus,Mysterio
King Nereus,Namor
King Nereus,Nebula
King Nereus,Nick Fury
King Nereus,Nomad
King Nereus,Odin
King Nereus,Okoye
King Nereus,Outrider
King Nereus,Pepper Potts (Extremis)
King Nereus,Phastos
King Nereus,Photon
King Nereus,Proxima Midnight
King Nereus,Quake
King Nereus,Quicksilver
King Nereus,Red Guardian
King Nereus,Red Skull (Stonekeeper)
King Nereus,Red Skull
King Nereus,Rescue
King Nereus,Rocket Raccoon
King Nereus,Ronan The Accuser (Power Stone)
King Nereus,Ronan The Accuser
King Nereus,Ronin
King Nereus,Scarlet Witch
King Nereus,Sersi (uni-mind)
King Nereus,Sersi
King Nereus,Shang-Chi
King Nereus,She-Hulk
King Nereus,Shuri
King Nereus,Sif
King Nereus,Sinister Strange
King Nereus,Smart Hulk
King Nereus,Spectral Vision
King Nereus,Spider-Man
King Nereus,Star-Lord (Celestial Power)
King Nereus,Star-Lord
King Nereus,Stature
King Nereus,Surtur
King Nereus,Swole Groot
King Nereus,Talos The Untamed
King Nereus,Taskmaster
King Nereus,Teenage Groot
King Nereus,Thanos
King Nereus,Thanos (Infinity Gauntlet)
King Nereus,The Collector
King Nereus,The Executioner
King Nereus,The Grandmaster
King Nereus,The Great Protector
King Nereus,The Punisher
King Nereus,Thena
King Nereus,Thor (Pre-Ragnarok)
King Nereus,Thor (Awakened)
King Nereus,Thor
King Nereus,Ultron
King Nereus,Unworthy Thor
King Nereus,Valkyrie
King Nereus,Vision
King Nereus,Volstagg
King Nereus,Vulture
King Nereus,Wanda Maximoff (Pre-WandaVision)
King Nereus,War Machine
King Nereus,Warlock
King Nereus,Wasp
King Nereus,Whiplash
King Nereus,Whiplash (Mark II)
King Nereus,White Wolf
King Nereus,Winter Soldier
King Nereus,Wolverine
King Nereus,Wong
King Nereus,YellowJacket
King Nereus,Yondu
King Nereus,Zeus
King Shark,Lex Luthor
King Shark,Lust
King Shark,Mera
King Shark,Mister Zsasz
King Shark,Nam-Ek
King Shark,Nuidis Vulko
King Shark,Ocean Master
King Shark,Parademon
King Shark,Peacemaker
King Shark,Penthesileia
King Shark,Philippus
King Shark,Polka-Dot Man
King Shark,Queen Atlanna
King Shark,Queen Hippolyta
King Shark,Ratcatcher
King Shark,Rick Flag
King Shark,Sabbac
King Shark,Savant
King Shark,Shazam
King Shark,Slipknot
King Shark,Sol Soria
King Shark,Starro
King Shark,Steppenwolf
King Shark,Supergirl
King Shark,Superman
King Shark,T.D.K.
King Shark,The Flash
King Shark,Vigilante
King Shark,White Dragon
King Shark,Wonder Woman (Armor of Asteria)
King Shark,Wrath
King Shark,Zeus
King Shark,Agatha Harkness
King Shark,Abomination
King Shark,Ajak
King Shark,Ancient One (time stone)
King Shark,Ancient One
King Shark,Ant-Man
King Shark,Arishem The Judge
King Shark,Ayo
King Shark,Baby Groot
King Shark,Baron Mordo
King Shark,Baron Zemo
King Shark,Black Bolt (Earth 838)
King Shark,Black Bolt
King Shark,Black Panther
King Shark,Black Panther
King Shark,Black Widow
King Shark,Black Widow
King Shark,Bucky Barnes
King Shark,Bullseye
King Shark,Captain America
King Shark,Captain America (Worthy)
King Shark,Captain Carter (Earth 838)
King Shark,Captain Marvel
King Shark,Chitauri Footsoldier
King Shark,Corvus Glaive
King Shark,Crossbones
King Shark,Cull Obsidian
King Shark,Dar-Benn
King Shark,Daredevil
King Shark,Deathlok
King Shark,Destroyer
King Shark,Doctor Strange
King Shark,Dormammu
King Shark,Drax The Destroyer
King Shark,Ebony Maw
King Shark,Echo
King Shark,Ego
King Shark,Elektra
King Shark,Eternity
King Shark,Falcon
King Shark,Fandral
King Shark,Fat Thor
King Shark,Fenris
King Shark,Frigga
King Shark,G'iah
King Shark,Gamora
King Shark,Gargantos
King Shark,Ghost
King Shark,Ghost Rider
King Shark,Giant-Man
King Shark,Gilgamesh
King Shark,Gorr The God Butcher
King Shark,Gravik
King Shark,Groot
King Shark,Hawkeye
King Shark,Hawkeye
King Shark,Heimdall
King Shark,Hela
King Shark,High Evolutionary
King Shark,Hulk (Stark Gauntlet)
King Shark,Hulk
King Shark,Ikaris
King Shark,Iron Fist
King Shark,Iron Man
King Shark,Iron Man (Mk 1)
King Shark,Iron Man (Stark Gauntlet)
King Shark,Iron Man (Hulkbuster)
King Shark,Iron Monger
King Shark,Iron Spider
King Shark,Ironheart
King Shark,Jemiah The Analyzer
King Shark,Jessica Jones
King Shark,Kaecilius
King Shark,Kang the Conqueror
King Shark,Killian
King Shark,Killmonger
King Shark,Kingo
King Shark,Kingpin
King Shark,Korath The Pursuer
King Shark,Korg
King Shark,Kro
King Shark,Kurse
King Shark,Kid Loki
King Shark,Lady Loki
King Shark,Leo Fitz
King Shark,Leviathan
King Shark,Loki
King Shark,Loki (Mind Stone)
King Shark,Loki (Keeper Of The Multiverse)
King Shark,Loki (Variant L1130)
King Shark,Loki (King of Asgard)
King Shark,Luke Cage
King Shark,M'baku
King Shark,Makkari
King Shark,Malekith (Reality Stone)
King Shark,Malekith
King Shark,Mandarin
King Shark,Mantis
King Shark,Mighty Thor
King Shark,MODOK
King Shark,Moon Knight
King Shark,Mr. Fantastic (Earth 838)
King Shark,Mr. Knight
King Shark,Ms. America
King Shark,Ms. Marvel
King Shark,Mysterio
King Shark,Namor
King Shark,Nebula
King Shark,Nick Fury
King Shark,Nomad
King Shark,Odin
King Shark,Okoye
King Shark,Outrider
King Shark,Pepper Potts (Extremis)
King Shark,Phastos
King Shark,Photon
King Shark,Proxima Midnight
King Shark,Quake
King Shark,Quicksilver
King Shark,Red Guardian
King Shark,Red Skull (Stonekeeper)
King Shark,Red Skull
King Shark,Rescue
King Shark,Rocket Raccoon
King Shark,Ronan The Accuser (Power Stone)
King Shark,Ronan The Accuser
King Shark,Ronin
King Shark,Scarlet Witch
King Shark,Sersi (uni-mind)
King Shark,Sersi
King Shark,Shang-Chi
King Shark,She-Hulk
King Shark,Shuri
King Shark,Sif
King Shark,Sinister Strange
King Shark,Smart Hulk
King Shark,Spectral Vision
King Shark,Spider-Man
King Shark,Star-Lord (Celestial Power)
King Shark,Star-Lord
King Shark,Stature
King Shark,Surtur
King Shark,Swole Groot
King Shark,Talos The Untamed
King Shark,Taskmaster
King Shark,Teenage Groot
King Shark,Thanos
King Shark,Thanos (Infinity Gauntlet)
King Shark,The Collector
King Shark,The Executioner
King Shark,The Grandmaster
King Shark,The Great Protector
King Shark,The Punisher
King Shark,Thena
King Shark,Thor (Pre-Ragnarok)
King Shark,Thor (Awakened)
King Shark,Thor
King Shark,Ultron
King Shark,Unworthy Thor
King Shark,Valkyrie
King Shark,Vision
King Shark,Volstagg
King Shark,Vulture
King Shark,Wanda Maximoff (Pre-WandaVision)
King Shark,War Machine
King Shark,Warlock
King Shark,Wasp
King Shark,Whiplash
King Shark,Whiplash (Mark II)
King Shark,White Wolf
King Shark,Winter Soldier
King Shark,Wolverine
King Shark,Wong
King Shark,YellowJacket
King Shark,Yondu
King Shark,Zeus
Lex Luthor,Lust
Lex Luthor,Mera
Lex Luthor,Mister Zsasz
Lex Luthor,Nam-Ek
Lex Luthor,Nuidis Vulko
Lex Luthor,Ocean Master
Lex Luthor,Parademon
Lex Luthor,Peacemaker
Lex Luthor,Penthesileia
Lex Luthor,Philippus
Lex Luthor,Polka-Dot Man
Lex Luthor,Queen Atlanna
Lex Luthor,Queen Hippolyta
Lex Luthor,Ratcatcher
Lex Luthor,Rick Flag
Lex Luthor,Sabbac
Lex Luthor,Savant
Lex Luthor,Shazam
Lex Luthor,Slipknot
Lex Luthor,Sol Soria
Lex Luthor,Starro
Lex Luthor,Steppenwolf
Lex Luthor,Supergirl
Lex Luthor,Superman
Lex Luthor,T.D.K.
Lex Luthor,The Flash
Lex Luthor,Vigilante
Lex Luthor,White Dragon
Lex Luthor,Wonder Woman (Armor of Asteria)
Lex Luthor,Wrath
Lex Luthor,Zeus
Lex Luthor,Agatha Harkness
Lex Luthor,Abomination
Lex Luthor,Ajak
Lex Luthor,Ancient One (time stone)
Lex Luthor,Ancient One
Lex Luthor,Ant-Man
Lex Luthor,Arishem The Judge
Lex Luthor,Ayo
Lex Luthor,Baby Groot
Lex Luthor,Baron Mordo
Lex Luthor,Baron Zemo
Lex Luthor,Black Bolt (Earth 838)
Lex Luthor,Black Bolt
Lex Luthor,Black Panther
Lex Luthor,Black Panther
Lex Luthor,Black Widow
Lex Luthor,Black Widow
Lex Luthor,Bucky Barnes
Lex Luthor,Bullseye
Lex Luthor,Captain America
Lex Luthor,Captain America (Worthy)
Lex Luthor,Captain Carter (Earth 838)
Lex Luthor,Captain Marvel
Lex Luthor,Chitauri Footsoldier
Lex Luthor,Corvus Glaive
Lex Luthor,Crossbones
Lex Luthor,Cull Obsidian
Lex Luthor,Dar-Benn
Lex Luthor,Daredevil
Lex Luthor,Deathlok
Lex Luthor,Destroyer
Lex Luthor,Doctor Strange
Lex Luthor,Dormammu
Lex Luthor,Drax The Destroyer
Lex Luthor,Ebony Maw
Lex Luthor,Echo
Lex Luthor,Ego
Lex Luthor,Elektra
Lex Luthor,Eternity
Lex Luthor,Falcon
Lex Luthor,Fandral
Lex Luthor,Fat Thor
Lex Luthor,Fenris
Lex Luthor,Frigga
Lex Luthor,G'iah
Lex Luthor,Gamora
Lex Luthor,Gargantos
Lex Luthor,Ghost
Lex Luthor,Ghost Rider
Lex Luthor,Giant-Man
Lex Luthor,Gilgamesh
Lex Luthor,Gorr The God Butcher
Lex Luthor,Gravik
Lex Luthor,Groot
Lex Luthor,Hawkeye
Lex Luthor,Hawkeye
Lex Luthor,Heimdall
Lex Luthor,Hela
Lex Luthor,High Evolutionary
Lex Luthor,Hulk (Stark Gauntlet)
Lex Luthor,Hulk
Lex Luthor,Ikaris
Lex Luthor,Iron Fist
Lex Luthor,Iron Man
Lex Luthor,Iron Man (Mk 1)
Lex Luthor,Iron Man (Stark Gauntlet)
Lex Luthor,Iron Man (Hulkbuster)
Lex Luthor,Iron Monger
Lex Luthor,Iron Spider
Lex Luthor,Ironheart
Lex Luthor,Jemiah The Analyzer
Lex Luthor,Jessica Jones
Lex Luthor,Kaecilius
Lex Luthor,Kang the Conqueror
Lex Luthor,Killian
Lex Luthor,Killmonger
Lex Luthor,Kingo
Lex Luthor,Kingpin
Lex Luthor,Korath The Pursuer
Lex Luthor,Korg
Lex Luthor,Kro
Lex Luthor,Kurse
Lex Luthor,Kid Loki
Lex Luthor,Lady Loki
Lex Luthor,Leo Fitz
Lex Luthor,Leviathan
Lex Luthor,Loki
Lex Luthor,Loki (Mind Stone)
Lex Luthor,Loki (Keeper Of The Multiverse)
Lex Luthor,Loki (Variant L1130)
Lex Luthor,Loki (King of Asgard)
Lex Luthor,Luke Cage
Lex Luthor,M'baku
Lex Luthor,Makkari
Lex Luthor,Malekith (Reality Stone)
Lex Luthor,Malekith
Lex Luthor,Mandarin
Lex Luthor,Mantis
Lex Luthor,Mighty Thor
Lex Luthor,MODOK
Lex Luthor,Moon Knight
Lex Luthor,Mr. Fantastic (Earth 838)
Lex Luthor,Mr. Knight
Lex Luthor,Ms. America
Lex Luthor,Ms. Marvel
Lex Luthor,Mysterio
Lex Luthor,Namor
Lex Luthor,Nebula
Lex Luthor,Nick Fury
Lex Luthor,Nomad
Lex Luthor,Odin
Lex Luthor,Okoye
Lex Luthor,Outrider
Lex Luthor,Pepper Potts (Extremis)
Lex Luthor,Phastos
Lex Luthor,Photon
Lex Luthor,Proxima Midnight
Lex Luthor,Quake
Lex Luthor,Quicksilver
Lex Luthor,Red Guardian
Lex Luthor,Red Skull (Stonekeeper)
Lex Luthor,Red Skull
Lex Luthor,Rescue
Lex Luthor,Rocket Raccoon
Lex Luthor,Ronan The Accuser (Power Stone)
Lex Luthor,Ronan The Accuser
Lex Luthor,Ronin
Lex Luthor,Scarlet Witch
Lex Luthor,Sersi (uni-mind)
Lex Luthor,Sersi
Lex Luthor,Shang-Chi
Lex Luthor,She-Hulk
Lex Luthor,Shuri
Lex Luthor,Sif
Lex Luthor,Sinister Strange
Lex Luthor,Smart Hulk
Lex Luthor,Spectral Vision
Lex Luthor,Spider-Man
Lex Luthor,Star-Lord (Celestial Power)
Lex Luthor,Star-Lord
Lex Luthor,Stature
Lex Luthor,Surtur
Lex Luthor,Swole Groot
Lex Luthor,Talos The Untamed
Lex Luthor,Taskmaster
Lex Luthor,Teenage Groot
Lex Luthor,Thanos
Lex Luthor,Thanos (Infinity Gauntlet)
Lex Luthor,The Collector
Lex Luthor,The Executioner
Lex Luthor,The Grandmaster
Lex Luthor,The Great Protector
Lex Luthor,The Punisher
Lex Luthor,Thena
Lex Luthor,Thor (Pre-Ragnarok)
Lex Luthor,Thor (Awakened)
Lex Luthor,Thor
Lex Luthor,Ultron
Lex Luthor,Unworthy Thor
Lex Luthor,Valkyrie
Lex Luthor,Vision
Lex Luthor,Volstagg
Lex Luthor,Vulture
Lex Luthor,Wanda Maximoff (Pre-WandaVision)
Lex Luthor,War Machine
Lex Luthor,Warlock
Lex Luthor,Wasp
Lex Luthor,Whiplash
Lex Luthor,Whiplash (Mark II)
Lex Luthor,White Wolf
Lex Luthor,Winter Soldier
Lex Luthor,Wolverine
Lex Luthor,Wong
Lex Luthor,YellowJacket
Lex Luthor,Yondu
Lex Luthor,Zeus
Lust,Mera
Lust,Mister Zsasz
Lust,Nam-Ek
Lust,Nuidis Vulko
Lust,Ocean Master
Lust,Parademon
Lust,Peacemaker
Lust,Penthesileia
Lust,Philippus
Lust,Polka-Dot Man
Lust,Queen Atlanna
Lust,Queen Hippolyta
Lust,Ratcatcher
Lust,Rick Flag
Lust,Sabbac
Lust,Savant
Lust,Shazam
Lust,Slipknot
Lust,Sol Soria
Lust,Starro
Lust,Steppenwolf
Lust,Supergirl
Lust,Superman
Lust,T.D.K.
Lust,The Flash
Lust,Vigilante
Lust,White Dragon
Lust,Wonder Woman (Armor of Asteria)
Lust,Wrath
Lust,Zeus
Lust,Agatha Harkness
Lust,Abomination
Lust,Ajak
Lust,Ancient One (time stone)
Lust,Ancient One
Lust,Ant-Man
Lust,Arishem The Judge
Lust,Ayo
Lust,Baby Groot
Lust,Baron Mordo
Lust,Baron Zemo
Lust,Black Bolt (Earth 838)
Lust,Black Bolt
Lust,Black Panther
Lust,Black Panther
Lust,Black Widow
Lust,Black Widow
Lust,Bucky Barnes
Lust,Bullseye
Lust,Captain America
Lust,Captain America (Worthy)
Lust,Captain Carter (Earth 838)
Lust,Captain Marvel
Lust,Chitauri Footsoldier
Lust,Corvus Glaive
Lust,Crossbones
Lust,Cull Obsidian
Lust,Dar-Benn
Lust,Daredevil
Lust,Deathlok
Lust,Destroyer
Lust,Doctor Strange
Lust,Dormammu
Lust,Drax The Destroyer
Lust,Ebony Maw
Lust,Echo
Lust,Ego
Lust,Elektra
Lust,Eternity
Lust,Falcon
Lust,Fandral
Lust,Fat Thor
Lust,Fenris
Lust,Frigga
Lust,G'iah
Lust,Gamora
Lust,Gargantos
Lust,Ghost
Lust,Ghost Rider
Lust,Giant-Man
Lust,Gilgamesh
Lust,Gorr The God Butcher
Lust,Gravik
Lust,Groot
Lust,Hawkeye
Lust,Hawkeye
Lust,Heimdall
Lust,Hela
Lust,High Evolutionary
Lust,Hulk (Stark Gauntlet)
Lust,Hulk
Lust,Ikaris
Lust,Iron Fist
Lust,Iron Man
Lust,Iron Man (Mk 1)
Lust,Iron Man (Stark Gauntlet)
Lust,Iron Man (Hulkbuster)
Lust,Iron Monger
Lust,Iron Spider
Lust,Ironheart
Lust,Jemiah The Analyzer
Lust,Jessica Jones
Lust,Kaecilius
Lust,Kang the Conqueror
Lust,Killian
Lust,Killmonger
Lust,Kingo
Lust,Kingpin
Lust,Korath The Pursuer
Lust,Korg
Lust,Kro
Lust,Kurse
Lust,Kid Loki
Lust,Lady Loki
Lust,Leo Fitz
Lust,Leviathan
Lust,Loki
Lust,Loki (Mind Stone)
Lust,Loki (Keeper Of The Multiverse)
Lust,Loki (Variant L1130)
Lust,Loki (King of Asgard)
Lust,Luke Cage
Lust,M'baku
Lust,Makkari
Lust,Malekith (Reality Stone)
Lust,Malekith
Lust,Mandarin
Lust,Mantis
Lust,Mighty Thor
Lust,MODOK
Lust,Moon Knight
Lust,Mr. Fantastic (Earth 838)
Lust,Mr. Knight
Lust,Ms. America
Lust,Ms. Marvel
Lust,Mysterio
Lust,Namor
Lust,Nebula
Lust,Nick Fury
Lust,Nomad
Lust,Odin
Lust,Okoye
Lust,Outrider
Lust,Pepper Potts (Extremis)
Lust,Phastos
Lust,Photon
Lust,Proxima Midnight
Lust,Quake
Lust,Quicksilver
Lust,Red Guardian
Lust,Red Skull (Stonekeeper)
Lust,Red Skull
Lust,Rescue
Lust,Rocket Raccoon
Lust,Ronan The Accuser (Power Stone)
Lust,Ronan The Accuser
Lust,Ronin
Lust,Scarlet Witch
Lust,Sersi (uni-mind)
Lust,Sersi
Lust,Shang-Chi
Lust,She-Hulk
Lust,Shuri
Lust,Sif
Lust,Sinister Strange
Lust,Smart Hulk
Lust,Spectral Vision
Lust,Spider-Man
Lust,Star-Lord (Celestial Power)
Lust,Star-Lord
Lust,Stature
Lust,Surtur
Lust,Swole Groot
Lust,Talos The Untamed
Lust,Taskmaster
Lust,Teenage Groot
Lust,Thanos
Lust,Thanos (Infinity Gauntlet)
Lust,The Collector
Lust,The Executioner
Lust,The Grandmaster
Lust,The Great Protector
Lust,The Punisher
Lust,Thena
Lust,Thor (Pre-Ragnarok)
Lust,Thor (Awakened)
Lust,Thor
Lust,Ultron
Lust,Unworthy Thor
Lust,Valkyrie
Lust,Vision
Lust,Volstagg
Lust,Vulture
Lust,Wanda Maximoff (Pre-WandaVision)
Lust,War Machine
Lust,Warlock
Lust,Wasp
Lust,Whiplash
Lust,Whiplash (Mark II)
Lust,White Wolf
Lust,Winter Soldier
Lust,Wolverine
Lust,Wong
Lust,YellowJacket
Lust,Yondu
Lust,Zeus
Mera,Mister Zsasz
Mera,Nam-Ek
Mera,Nuidis Vulko
Mera,Ocean Master
Mera,Parademon
Mera,Peacemaker
Mera,Penthesileia
Mera,Philippus
Mera,Polka-Dot Man
Mera,Queen Atlanna
Mera,Queen Hippolyta
Mera,Ratcatcher
Mera,Rick Flag
Mera,Sabbac
Mera,Savant
Mera,Shazam
Mera,Slipknot
Mera,Sol Soria
Mera,Starro
Mera,Steppenwolf
Mera,Supergirl
Mera,Superman
Mera,T.D.K.
Mera,The Flash
Mera,Vigilante
Mera,White Dragon
Mera,Wonder Woman (Armor of Asteria)
Mera,Wrath
Mera,Zeus
Mera,Agatha Harkness
Mera,Abomination
Mera,Ajak
Mera,Ancient One (time stone)
Mera,Ancient One
Mera,Ant-Man
Mera,Arishem The Judge
Mera,Ayo
Mera,Baby Groot
Mera,Baron Mordo
Mera,Baron Zemo
Mera,Black Bolt (Earth 838)
Mera,Black Bolt
Mera,Black Panther
Mera,Black Panther
Mera,Black Widow
Mera,Black Widow
Mera,Bucky Barnes
Mera,Bullseye
Mera,Captain America
Mera,Captain America (Worthy)
Mera,Captain Carter (Earth 838)
Mera,Captain Marvel
Mera,Chitauri Footsoldier
Mera,Corvus Glaive
Mera,Crossbones
Mera,Cull Obsidian
Mera,Dar-Benn
Mera,Daredevil
Mera,Deathlok
Mera,Destroyer
Mera,Doctor Strange
Mera,Dormammu
Mera,Drax The Destroyer
Mera,Ebony Maw
Mera,Echo
Mera,Ego
Mera,Elektra
Mera,Eternity
Mera,Falcon
Mera,Fandral
Mera,Fat Thor
Mera,Fenris
Mera,Frigga
Mera,G'iah
Mera,Gamora
Mera,Gargantos
Mera,Ghost
Mera,Ghost Rider
Mera,Giant-Man
Mera,Gilgamesh
Mera,Gorr The God Butcher
Mera,Gravik
Mera,Groot
Mera,Hawkeye
Mera,Hawkeye
Mera,Heimdall
Mera,Hela
Mera,High Evolutionary
Mera,Hulk (Stark Gauntlet)
Mera,Hulk
Mera,Ikaris
Mera,Iron Fist
Mera,Iron Man
Mera,Iron Man (Mk 1)
Mera,Iron Man (Stark Gauntlet)
Mera,Iron Man (Hulkbuster)
Mera,Iron Monger
Mera,Iron Spider
Mera,Ironheart
Mera,Jemiah The Analyzer
Mera,Jessica Jones
Mera,Kaecilius
Mera,Kang the Conqueror
Mera,Killian
Mera,Killmonger
Mera,Kingo
Mera,Kingpin
Mera,Korath The Pursuer
Mera,Korg
Mera,Kro
Mera,Kurse
Mera,Kid Loki
Mera,Lady Loki
Mera,Leo Fitz
Mera,Leviathan
Mera,Loki
Mera,Loki (Mind Stone)
Mera,Loki (Keeper Of The Multiverse)
Mera,Loki (Variant L1130)
Mera,Loki (King of Asgard)
Mera,Luke Cage
Mera,M'baku
Mera,Makkari
Mera,Malekith (Reality Stone)
Mera,Malekith
Mera,Mandarin
Mera,Mantis
Mera,Mighty Thor
Mera,MODOK
Mera,Moon Knight
Mera,Mr. Fantastic (Earth 838)
Mera,Mr. Knight
Mera,Ms. America
Mera,Ms. Marvel
Mera,Mysterio
Mera,Namor
Mera,Nebula
Mera,Nick Fury
Mera,Nomad
Mera,Odin
Mera,Okoye
Mera,Outrider
Mera,Pepper Potts (Extremis)
Mera,Phastos
Mera,Photon
Mera,Proxima Midnight
Mera,Quake
Mera,Quicksilver
Mera,Red Guardian
Mera,Red Skull (Stonekeeper)
Mera,Red Skull
Mera,Rescue
Mera,Rocket Raccoon
Mera,Ronan The Accuser (Power Stone)
Mera,Ronan The Accuser
Mera,Ronin
Mera,Scarlet Witch
Mera,Sersi (uni-mind)
Mera,Sersi
Mera,Shang-Chi
Mera,She-Hulk
Mera,Shuri
Mera,Sif
Mera,Sinister Strange
Mera,Smart Hulk
Mera,Spectral Vision
Mera,Spider-Man
Mera,Star-Lord (Celestial Power)
Mera,Star-Lord
Mera,Stature
Mera,Surtur
Mera,Swole Groot
Mera,Talos The Untamed
Mera,Taskmaster
Mera,Teenage Groot
Mera,Thanos
Mera,Thanos (Infinity Gauntlet)
Mera,The Collector
Mera,The Executioner
Mera,The Grandmaster
Mera,The Great Protector
Mera,The Punisher
Mera,Thena
Mera,Thor (Pre-Ragnarok)
Mera,Thor (Awakened)
Mera,Thor
Mera,Ultron
Mera,Unworthy Thor
Mera,Valkyrie
Mera,Vision
Mera,Volstagg
Mera,Vulture
Mera,Wanda Maximoff (Pre-WandaVision)
Mera,War Machine
Mera,Warlock
Mera,Wasp
Mera,Whiplash
Mera,Whiplash (Mark II)
Mera,White Wolf
Mera,Winter Soldier
Mera,Wolverine
Mera,Wong
Mera,YellowJacket
Mera,Yondu
Mera,Zeus
Mister Zsasz,Nam-Ek
Mister Zsasz,Nuidis Vulko
Mister Zsasz,Ocean Master
Mister Zsasz,Parademon
Mister Zsasz,Peacemaker
Mister Zsasz,Penthesileia
Mister Zsasz,Philippus
Mister Zsasz,Polka-Dot Man
Mister Zsasz,Queen Atlanna
Mister Zsasz,Queen Hippolyta
Mister Zsasz,Ratcatcher
Mister Zsasz,Rick Flag
Mister Zsasz,Sabbac
Mister Zsasz,Savant
Mister Zsasz,Shazam
Mister Zsasz,Slipknot
Mister Zsasz,Sol Soria
Mister Zsasz,Starro
Mister Zsasz,Steppenwolf
Mister Zsasz,Supergirl
Mister Zsasz,Superman
Mister Zsasz,T.D.K.
Mister Zsasz,The Flash
Mister Zsasz,Vigilante
Mister Zsasz,White Dragon
Mister Zsasz,Wonder Woman (Armor of Asteria)
Mister Zsasz,Wrath
Mister Zsasz,Zeus
Mister Zsasz,Agatha Harkness
Mister Zsasz,Abomination
Mister Zsasz,Ajak
Mister Zsasz,Ancient One (time stone)
Mister Zsasz,Ancient One
Mister Zsasz,Ant-Man
Mister Zsasz,Arishem The Judge
Mister Zsasz,Ayo
Mister Zsasz,Baby Groot
Mister Zsasz,Baron Mordo
Mister Zsasz,Baron Zemo
Mister Zsasz,Black Bolt (Earth 838)
Mister Zsasz,Black Bolt
Mister Zsasz,Black Panther
Mister Zsasz,Black Panther
Mister Zsasz,Black Widow
Mister Zsasz,Black Widow
Mister Zsasz,Bucky Barnes
Mister Zsasz,Bullseye
Mister Zsasz,Captain America
Mister Zsasz,Captain America (Worthy)
Mister Zsasz,Captain Carter (Earth 838)
Mister Zsasz,Captain Marvel
Mister Zsasz,Chitauri Footsoldier
Mister Zsasz,Corvus Glaive
Mister Zsasz,Crossbones
Mister Zsasz,Cull Obsidian
Mister Zsasz,Dar-Benn
Mister Zsasz,Daredevil
Mister Zsasz,Deathlok
Mister Zsasz,Destroyer
Mister Zsasz,Doctor Strange
Mister Zsasz,Dormammu
Mister Zsasz,Drax The Destroyer
Mister Zsasz,Ebony Maw
Mister Zsasz,Echo
Mister Zsasz,Ego
Mister Zsasz,Elektra
Mister Zsasz,Eternity
Mister Zsasz,Falcon
Mister Zsasz,Fandral
Mister Zsasz,Fat Thor
Mister Zsasz,Fenris
Mister Zsasz,Frigga
Mister Zsasz,G'iah
Mister Zsasz,Gamora
Mister Zsasz,Gargantos
Mister Zsasz,Ghost
Mister Zsasz,Ghost Rider
Mister Zsasz,Giant-Man
Mister Zsasz,Gilgamesh
Mister Zsasz,Gorr The God Butcher
Mister Zsasz,Gravik
Mister Zsasz,Groot
Mister Zsasz,Hawkeye
Mister Zsasz,Hawkeye
Mister Zsasz,Heimdall
