,nombre_completo,nombre,universo,url,Intelligence,Strength,Speed,Durability,Power,Combat,Tier,Tier2,superpoderes,heroe
84,Leopold Fitz,Leo Fitz,Marvel Cinematic Universe,https://www.superherodb.com/leo-fitz/10-16405/,80,1,1,8,10,70,1,,"['Intelligence', 'Information Analysis', 'Weapon Creation', 'Weapon-based Powers', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'yes', 'Chronicler', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Leo Fitz
85,,Leviathan,Marvel Cinematic Universe,https://www.superherodb.com/leviathan/10-26634/,45,35,25,30,45,30,2,,"['Cold Resistance', 'Durability', 'Stamina', 'Super Speed', 'Super Strength', 'Animal Attributes', 'Animal Oriented Powers', 'Electricity Resistance', 'Endurance', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Heat Resistance', 'Longevity', 'Natural Armor', 'Radiation Immunity', 'Interstellar Travel', 'Invulnerability', 'Natural Weapons', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Leviathan', '#shdb - Horde Characters', 'yes', 'Chronicler', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Leviathan
86,Loki Laufeyson,Loki,Marvel Cinematic Universe,https://www.superherodb.com/loki/10-12508/,80,50,25,35,70,85,2,1++,"['Acrobatics', 'Cold Resistance', 'Durability', 'Illusions', 'Intelligence', 'Longevity', 'Magic', 'Master Martial Artist', 'Memory Manipulation', 'Perspective Manipulation', 'Power Nullifier', 'Shapeshifting', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Weapons Master', 'Accelerated Healing', 'Agility', 'Astral Projection', 'Avatar Creation', 'Camouflage', 'Cloaking', 'Cloth Manipulation', 'Dexterity', 'Duplication', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Fire Resistance', 'Heat Resistance', 'Hypnokinesis', 'Illumination', 'Invulnerability', 'Jump', 'Marksmanship', 'Master Tactician', 'Power Augmentation', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Social Influencing', 'Summoning', 'Telekinesis', 'Transformation', 'Weapon-based Powers', 'Fire Control', 'Heat Generation', 'Ice Manipulation', 'Invisibility', 'Latent Abilities', 'Matter Manipulation', 'Teleportation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Revengers', 'Loki', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Favorite Characters (blotsky)', 'Favorite Characters (supremedreams)', 'Movie Heroes', 'My Collection', 'Thor: Ragnarok (2017) 🔨🌩', 'Thor: The Dark World (2013)', 'yes', 'Chronicler', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Loki
87,Loki Laufeyson,Loki (Mind Stone),Marvel Cinematic Universe,https://www.superherodb.com/loki-mind-stone/10-61800/,80,50,25,35,80,80,3,0,"['Cold Resistance', 'Disguise Mastery', 'Duplication', 'Durability', 'Godly Physiology', 'Illusions', 'Intelligence', 'Invisibility', 'Magic', 'Mind Control', 'Mind Control Resistance', 'Shadow Manipulation', 'Social Influencing', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Cloaking', 'Cloth Manipulation', 'Dexterity', 'Endurance', 'Energy Blasts', 'Energy Constructs', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fear Inducement', 'Fearless', 'Gadget Usage', 'Heat Resistance', 'Illumination', 'Illusion Resistance', 'Information Analysis', 'Invulnerability', 'Latent Abilities', 'Longevity', 'Magic Resistance', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Memory Manipulation', 'Pain Suppression', 'Power Nullifier', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Space Survivability', 'Summoning', 'Telekinesis', 'Transformation', 'Weapon Summoning', 'Weapons Master', 'Body Puppetry', 'Creation', 'Electricity Resistance', 'Energy Manipulation', 'Fire Control', 'Heat Generation', 'Ice Manipulation', 'Immortality', 'Jump', 'Matter Manipulation', 'Possession', 'Psionic Powers', 'Psychometry', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'yes', 'Chronicler', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Loki (Mind Stone)
88,Loki Laufeyson,Loki (Keeper Of The Multiverse),Marvel Cinematic Universe,https://www.superherodb.com/loki-keeper-of-the-multiverse/10-61860/,100,100,100,100,100,85,8,8,"['Acausality', 'Cold Resistance', 'Cosmic Awareness', 'Creation', 'Deception', 'Disguise Mastery', 'Durability', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Existence Erasure', 'Existence Erasure Resistance', 'Godly Physiology', 'Heat Resistance', 'Illumination', 'Illusions', 'Immortality', 'Intelligence', 'Invisibility', 'Invulnerability', 'Life Manipulation', 'Magic', 'Magic Resistance', 'Master Martial Artist', 'Matter Manipulation', 'Memory Manipulation', 'Mind Control', 'Nigh-Omnipresence', 'Portal Creation', 'Power Nullifier', 'Reality Warping', 'Reality Warping Resistance', 'Resurrection', 'Shadow Manipulation', 'Social Influencing', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Telekinesis', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Weapons Master', 'Writing Manipulation', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Body Puppetry', 'Bullet Time', 'Cloaking', 'Cloth Manipulation', 'Dark Magic', 'Dexterity', 'Dimensional Travel', 'Endurance', 'Energy Blasts', 'Energy Constructs', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Gadget Usage', 'Illusion Resistance', 'Information Analysis', 'Latent Abilities', 'Longevity', 'Marksmanship', 'Master Tactician', 'Mind Control Resistance', 'Pain Suppression', 'Perspective Manipulation', 'Power Bestowal', 'Probability Manipulation', 'Psionic Powers', 'Psychometry', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Space Survivability', 'Summoning', 'Telepathy', 'Telepathy Resistance', 'Teleportation', 'Transformation', 'Vehicular Mastery', 'Void Manipulation', 'Weapon Creation', 'Weapon Summoning', 'Duplication', 'Electricity Resistance', 'Fire Control', 'Heat Generation', 'Ice Manipulation', 'Interstellar Travel', 'Jump', 'Possession', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'yes', 'Chronicler', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Loki (Keeper of the Multiverse)
89,Loki Laufeyson,Loki (Variant L1130),Marvel Cinematic Universe,https://www.superherodb.com/loki-variant-l1130/10-32824/,95,50,25,35,100,85,7,7+,"['Acausality', 'Cold Resistance', 'Deception', 'Disguise Mastery', 'Durability', 'Endurance', 'Enhanced Condition', 'Existence Erasure Resistance', 'Godly Physiology', 'Heat Resistance', 'Illumination', 'Illusions', 'Intelligence', 'Invisibility', 'Magic', 'Master Martial Artist', 'Memory Manipulation', 'Mind Control', 'Shadow Manipulation', 'Social Influencing', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Telekinesis', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Bullet Time', 'Cloaking', 'Cloth Manipulation', 'Dexterity', 'Dimensional Travel', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Gadget Usage', 'Illusion Resistance', 'Information Analysis', 'Invulnerability', 'Latent Abilities', 'Longevity', 'Magic Resistance', 'Marksmanship', 'Master Tactician', 'Mind Control Resistance', 'Pain Suppression', 'Perspective Manipulation', 'Power Nullifier', 'Reflexes', 'Regeneration', 'Self-Sustenance', 'Shapeshifting', 'Space Survivability', 'Summoning', 'Telepathy Resistance', 'Transformation', 'Vehicular Mastery', 'Weapon Creation', 'Weapon Summoning', 'Weapons Master', 'Body Puppetry', 'Creation', 'Duplication', 'Electricity Resistance', 'Existence Erasure', 'Fire Control', 'Heat Generation', 'Ice Manipulation', 'Immortality', 'Interstellar Travel', 'Jump', 'Matter Manipulation', 'Possession', 'Psionic Powers', 'Psychometry', 'Telepathy', 'Teleportation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Loki', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Loki (Variant L1130)
90,Loki Laufeyson,Loki (King of Asgard),Marvel Cinematic Universe,https://www.superherodb.com/loki-king-of-asgard/10-65145/,80,100,25,55,95,80,4,4,"['Acrobatics', 'Clairvoyance', 'Cold Resistance', 'Duplication', 'Durability', 'Endurance', 'Energy Blasts', 'Energy Manipulation', 'Energy Resistance', 'Heat Resistance', 'Illusions', 'Intelligence', 'Leadership', 'Longevity', 'Magic', 'Master Martial Artist', 'Matter Manipulation', 'Memory Manipulation', 'Perspective Manipulation', 'Reflexes', 'Shapeshifting', 'Space Survivability', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Telekinesis', 'Teleportation', 'Toxin and Disease Resistance', 'Weapons Master', 'Accelerated Healing', 'Acid Resistants', 'Agility', 'Astral Projection', 'Attack Reflection', 'Aura', 'Avatar Creation', 'Camouflage', 'Clairvoyance Resistance', 'Cloaking', 'Cloth Manipulation', 'Cosmic Awareness', 'Creation', 'Damage Boost', 'Danger Sense', 'Dexterity', 'Electrokinesis', 'Element Control', 'EMP Generation', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Touch', 'Fire Resistance', 'Godly Physiology', 'Gravity Control', 'Hypnokinesis', 'Illumination', 'Invulnerability', 'Jump', 'Light Control', 'Marksmanship', 'Master Tactician', 'Natural Armor', 'Natural Weapons', 'Odin Force', 'Power Augmentation', 'Regeneration', 'Self-Sustenance', 'Social Influencing', 'Summoning', 'Technopath/Cyberpath', 'Telepathy', 'Transformation', 'Weapon-based Powers', 'Biokinesis', 'Electricity Resistance', 'Fire Control', 'Heat Generation', 'Ice Manipulation', 'Invisibility', 'Latent Abilities', 'Levitation', 'Mind Control', 'Power Nullifier', 'Vibration Manipulation', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Loki', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Loki (King of Asgard)
91,Luke Cage,Luke Cage,Marvel Cinematic Universe,https://www.superherodb.com/luke-cage/10-13904/,60,25,11,25,25,60,1,,"['Durability', 'Fire Resistance', 'Stamina', 'Acid Resistants', 'Agility', 'Cold Resistance', 'Dexterity', 'Electricity Resistance', 'Endurance', 'Heat Resistance', 'Invulnerability', 'Master Martial Artist', 'Reflexes', 'Toxin and Disease Resistance', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Defenders', 'Luke Cage', 'Roleplaying Collection', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Luke Cage
92,M'Baku,M'baku,Marvel Cinematic Universe,https://www.superherodb.com/mbaku/10-16672/,55,10,11,10,15,65,1,,"['Agility', 'Cold Resistance', 'Dexterity', 'Master Martial Artist', 'Master Tactician', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'My Collection', 'yes', 'Chronicler', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",MBaku
93,Makkari,Makkari,Marvel Cinematic Universe,https://www.superherodb.com/makkari/10-26893/,70,30,80,45,70,70,3,2++,"['Acid Resistants', 'Agility', 'Cold Resistance', 'Durability', 'Endurance', 'Enhanced Memory', 'Heat Resistance', 'Intelligence', 'Longevity', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Acrobatics', 'Afterimage Creation', 'Dexterity', 'Energy Armor', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Fire Resistance', 'Immortality', 'Inorganic Physiology', 'Jump', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Radiation Immunity', 'Regeneration', 'Self-Sustenance', 'Shockwaves Generation', 'Stealth', 'Vibration Manipulation', 'Heat Generation', 'Reality Warping Resistance', 'Soul Resistance', 'Time Manipulation Resistance', 'Wind Control', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'yes', 'Chronicler', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Makkari
94,Malekith,Malekith (Reality Stone),Marvel Cinematic Universe,https://www.superherodb.com/malekith-reality-stone/10-23441/,75,75,25,55,90,65,5,5,"['Cold Resistance', 'Dark Matter Manipulation', 'Durability', 'Endurance', 'Energy Absorption', 'Energy Blasts', 'Intelligence', 'Longevity', 'Power Augmentation', 'Reality Warping', 'Reality Warping Resistance', 'Stamina', 'Super Speed', 'Super Strength', 'Weapon-based Powers', 'Accelerated Healing', 'Agility', 'Creation', 'Energy Manipulation', 'Fire Resistance', 'Heat Resistance', 'Jump', 'Marksmanship', 'Master Tactician', 'Matter Manipulation', 'Multilingualism', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Size Changing', 'Stealth', 'Subjective Reality', 'Supernatural Condition', 'Telekinesis', 'Toxin and Disease Resistance', 'Weapons Master', 'Gravity Control', 'Invulnerability', 'Master Martial Artist', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Malekith', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Malekith (Reality Stone)
95,Malekith,Malekith,Marvel Cinematic Universe,https://www.superherodb.com/malekith/10-15125/,60,30,25,35,45,90,2,,"['Bloodlust', 'Longevity', 'Master Martial Artist', 'Matter Manipulation', 'Swordsmanship', 'Weapons Master', 'Accelerated Healing', 'Master Tactician', 'Matter Absorption', 'Multilingualism', 'Regeneration', 'Telekinesis', 'Banish', 'Black Hole Manipulation', 'Gravity Control', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Malekith', 'Blue Ranked Warriors', 'My Collection', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Malekith
96,Trevor Slattery,Mandarin,Marvel Cinematic Universe,https://www.superherodb.com/mandarin/10-13946/,55,1,1,6,6,5,1,,"['Weapon-based Powers', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Mandarin', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Mandarin
97,Mantis,Mantis,Marvel Cinematic Universe,https://www.superherodb.com/mantis/10-12592/,60,6,8,10,50,45,1,,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Empathy', 'Hypnokinesis', 'Memory Manipulation', 'Mind Control', 'Reflexes', 'Sleep Manipulation', 'Telepathy', 'Weapons Master', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Guardians of the Galaxy', 'Mantis', 'Avengers: Endgame (2019)', 'Avengers: Infinity War (2018)', 'Mcu Superheroes', 'My Collection', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'BlotskyA', 'All Users']",Mantis
98,Jane Foster,Mighty Thor,Marvel Cinematic Universe,https://www.superherodb.com/mighty-thor/10-23943/,80,100,85,55,75,60,4,,"['Electrokinesis', 'Energy Blasts', 'Energy Manipulation', 'Flight', 'Heat Generation', 'Heat Resistance', 'Intelligence', 'Toxin and Disease Resistance', 'Vortex Creation', 'Weapon Summoning', 'Weather Control', 'Wind Control', 'Accelerated Healing', 'Acid Resistants', 'Acrobatics', 'Agility', 'Attack Reflection', 'Cloth Manipulation', 'Cold Resistance', 'Corruption Resistance', 'Danmaku', 'Dexterity', 'Dimensional Travel', 'Electricity Resistance', 'Element Control', 'Endurance', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Memory', 'Godly Physiology', 'Immortality', 'Indomitable Will', 'Invulnerability', 'Jump', 'Levitation', 'Light Control', 'Longevity', 'Magic Resistance', 'Mind Control Resistance', 'Pain Suppression', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Shockwaves Generation', 'Space Survivability', 'Spaceflight', 'Stamina', 'Terrakinesis', 'Transformation', 'Weapons Master', 'Electrical Transport', 'Fire Resistance', 'Water Control', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Thor', 'A-force (mcu)', 'BlotskyA', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'All Users']",Mighty Thor
99,Darren Cross,MODOK,Marvel Cinematic Universe,https://www.superherodb.com/modok/10-53981/,65,5,7,5,70,50,2,,"['Data Manipulation', 'Energy Beams', 'Energy Blasts', 'Energy Manipulation', 'Flight', 'Force Fields', 'Hacking', 'Intelligence', 'Psionic Powers', 'Technological Possession', 'Technopath/Cyberpath', 'Telekinesis', 'Enhanced Memory', 'Levitation', 'Master Tactician', 'Teleportation', 'Vision - X-Ray', 'Weapon Summoning', 'Weapon-based Powers', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'BlotskyA', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'All Users']",MODOK
100,Marc Spector,Moon Knight,Marvel Cinematic Universe,https://www.superherodb.com/moon-knight/10-26905/,65,25,25,20,40,80,1,1+,"['Agility', 'Dexterity', 'Endurance', 'Enhanced Condition', 'Gliding', 'Intelligence', 'Master Martial Artist', 'Multiple Personalities', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Acrobatics', 'Attack Reflection', 'Blessed', 'Cloth Manipulation', 'Cold Resistance', 'Disguise Mastery', 'Energy Resistance', 'Enhanced Thievery', 'Extrasensory Perception', 'Flight', 'Grappling/Climbing', 'Heat Resistance', 'Jump', 'Longevity', 'Marksmanship', 'Master Tactician', 'Multilingualism', 'Regeneration', 'Stealth', 'Toxin and Disease Resistance', 'Transformation', 'Vehicular Mastery', 'Vision - Night', 'Weapons Master', 'Dimension Storage', 'Divinity', 'Immortality', 'Matter Manipulation', 'Spatial Manipulation', 'Wallcrawling', 'Weapon Creation', 'Weapon Summoning', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Moon Knight', 'Mcu Superheroes', 'BlotskyA', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'All Users']",Moon Knight
101,Reed Richards,Mr. Fantastic (Earth 838),Marvel Cinematic Universe,https://www.superherodb.com/mr-fantastic-earth-838/10-24644/,90,35,20,20,45,55,2,,"['Durability', 'Intelligence', 'Elasticity', 'Master Tactician', 'Reflexes', 'Shapeshifting', 'Size Changing', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'Illuminati', 'Doctor Strange In The Multiverse Of Madness (2022)', 'BlotskyA', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'All Users']",Mr. Fantastic (Earth-838)
102,Steven Grant,Mr. Knight,Marvel Cinematic Universe,https://www.superherodb.com/mr-knight/10-55129/,60,25,25,20,50,50,1,,"['Agility', 'Dexterity', 'Endurance', 'Extrasensory Perception', 'Intelligence', 'Multiple Personalities', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Transformation', 'Accelerated Healing', 'Acrobatics', 'Blessed', 'Cloth Manipulation', 'Jump', 'Longevity', 'Master Martial Artist', 'Photographic Deduction', 'Stealth', 'Toxin and Disease Resistance', 'Vision - Night', 'Wallcrawling', 'Weapon Creation', 'Weapon Summoning', 'Weapons Master', 'Energy Resistance', 'Immortality', 'Matter Manipulation', 'Regeneration', 'Spatial Manipulation', 'Summoning', 'Marvel Comics', 'MCU - Marvel Cinematic Universe', 'BlotskyA', 'Chronicler', 'yes', 'MoNsTeR', 'Ahasan', 'Rotemeg', 'Unnamed_User', 'Juzo', 'Rez005', 'Aleazlllll', 'Ezio', 'TheReinhard', 'All Users']",Mr. Knight
