Heroe 1,Heroe 2,Resultado_Comics,Resultado_Peliculas,Resultado_Combinado
Ocean Master,Ebony Maw,1,2,1
Hela,Malekith (Reality Stone),2,1,2
Hulk,Vision,1,2,1
Spectral Vision,Wrath,1,2,1
Incubus,Photon,1,2,1
Nick Fury,Iron Monger,2,1,2
Korg,Yellowjacket,2,1,2
Black Panther (Variant),Cassandra Cain,2,1,2
Mighty Thor,Ocean Master,1,2,1
Ant-Man,Ronan the Accuser (Power Stone),2,1,2
Ant-Man,Thor (Pre-Ragnarok),2,1,2
Bucky Barnes,Hulk (Stark Gauntlet),1,2,1
Jemiah the Analyzer,Sol Soria,1,2,1
The Grandmaster,Namor,1,2,1
Dormammu,Ironheart,2,1,2
Dormammu,Taskmaster,1,2,1
Peacemaker,Green Lantern,1,2,1
Hulk,Queen Hippolyta,2,1,2
Whiplash,Iron Man (Hulkbuster),1,2,1
Hawkeye (Variant),Black Manta,1,2,1
Atom Smasher,Iron Fist,2,1,2
Jessica Jones,The Great Protector,1,2,1
Sinister Strange,Quicksilver,1,2,1
Corvus Glaive,Sersi (Uni-Mind),1,2,1
Huntress,Captain Marvel,1,2,1
Ghost,Hela,1,2,1
Vision,Baby Groot,1,2,1
Scarlet Witch,Whiplash,2,1,2
Penthesileia,Sinister Strange,2,1,2
Iron Man (Hulkbuster),Hawkman,1,2,1
Fenris,Mantis,2,1,2
Iron Fist,General Zod,1,2,1
Bucky Barnes,Dar-Benn,1,2,1
Zeus,The Flash,2,1,2
Rescue,Thor (Awakened),2,1,2
Iron Fist,Jessica Jones,2,1,2
Faora,Thena,2,1,2
Black Panther,MODOK,1,2,1
Thena,Ratcatcher,2,1,2
Frigga,Hawkeye,2,1,2
Deathlok,Nam-Ek,2,1,2
Loki (King of Asgard),Iron Man (MK 1),1,2,1
Shuri,Sersi (Uni-Mind),1,2,1
Black Mask,Malekith (Reality Stone),1,2,1
Abomination,Surtur,1,2,1
Hela,She-Hulk,1,2,1
Rick Flag,Cyclone,2,1,2
Sol Soria,Kurse,2,1,2
Black Widow (Variant),Deathlok,2,1,2
Stature,Malekith,2,1,2
She-Hulk,Green Lantern,2,1,2
Dormammu,Kang the Conqueror,2,1,2
The Collector,Stature,1,2,1
Hespera,Pepper Potts (Extremis),1,2,1
Thanos,Gluttony,2,1,2
White Dragon,Jor-El,2,1,2
Harley Quinn,Black Panther,1,2,1
Warlock,Fat Thor,2,1,2
Killmonger,High Evolutionary,2,1,2
The Collector,Lex Luthor,1,2,1
Gravik,Destroyer,1,2,1
Mantis,Baron Mordo,1,2,1
Ancient One (Time Stone),Sinister Strange,2,1,2
Starro,Sinister Strange,2,1,2
Hawkman,Slipknot,2,1,2
Winter Soldier,Spectral Vision,2,1,2
Baron Mordo,The Great Protector,1,2,1
Spider-Man,Unworthy Thor,2,1,2
Winter Soldier,The Great Protector,1,2,1
Iron Spider,Mysterio,2,1,2
Giant-Man,Killmonger,1,2,1
Aquaman,T.D.K.,1,2,1
Penthesileia,Nomad,1,2,1
Ocean Master,Cull Obsidian,1,2,1
Wanda Maximoff (Pre-Wandavision),Scarlet Witch,2,1,2
Gargantos,Baron Zemo,1,2,1
Corvus Glaive,Korath the Pursuer,1,2,1
Star-Lord,Agatha Harkness,2,1,2
Giant-Man,Outrider,2,1,2
Ares,Thanos,1,2,1
Lady Loki,The Executioner,1,2,1
Moon Knight,Scarlet Witch,2,1,2
Rescue,Slipknot,2,1,2
Bucky Barnes,Karathen,1,2,1
Drax the Destroyer,Ironheart,1,2,1
Photon,Starro,1,2,1
Parademon,Loki (Mind Stone),1,2,1
Dar-Benn,Captain Boomerang,2,1,2
Nick Fury,Darkseid,1,2,1
Sif,Ancient One (Time Stone),1,2,1
Ratcatcher,Groot,2,1,2
Jemiah the Analyzer,Rescue,1,2,1
Star-Lord,Iron Man (MK 1),2,1,2
Namor,Gargantos,1,2,1
Ancient One,Wong,2,1,2
Vision,Kaecilius,1,2,1
High Evolutionary,The Collector,1,2,1
Lust,Sersi,1,2,1
Ghost Rider,Whiplash,1,2,1
Baron Zemo,Wonder Woman,2,1,2
Agatha Harkness,Unworthy Thor,1,2,1
The Great Protector,Odin,2,1,2
Katana,Surtur,2,1,2
Nomad,Rocket Raccoon,1,2,1
Gamora,Katana,2,1,2
Kaecilius,Baby Groot,1,2,1
Falcon,Parademon,1,2,1
Arishem the Judge,Leo Fitz,1,2,1
Incubus,Elektra,1,2,1
El Diablo,Loki (Keeper of the Multiverse),2,1,2
Destroyer,Shuri,1,2,1
The Executioner,Black Canary,2,1,2
Vision,The Punisher,1,2,1
Wolverine,Faora,1,2,1
Queen Atlanna,Harley Quinn,2,1,2
Sinister Strange,Wanda Maximoff (Pre-Wandavision),1,2,1
Thor (Pre-Ragnarok),Giah,1,2,1
Thena,Bloodsport,1,2,1
Black Bolt (Earth-838),Pepper Potts (Extremis),1,2,1
Iron Man (Hulkbuster),Loki (King of Asgard),1,2,1
Captain America,Phastos,2,1,2
Gluttony,Vigilante,1,2,1
Thor (Awakened),Doomsday,2,1,2
Chitauri Footsoldier,Envy,1,2,1
White Dragon,Mr. Fantastic (Earth-838),2,1,2
Starro,Nam-Ek,2,1,2
Mister Zsasz,Ronin,2,1,2
Hulk,Katana,1,2,1
Bloodsport,The Flash,2,1,2
Captain Marvel,Ronin,1,2,1
Dar-Benn,Katana,2,1,2
Thanos (Infinity Gauntlet),Queen Atlanna,2,1,2
Eternity,Captain Marvel,1,2,1
Captain Boomerang,Fandral,1,2,1
Giah,Rocket Raccoon,2,1,2
Swole Groot,Mr. Fantastic (Earth-838),2,1,2
Polka-Dot Man,Abomination,1,2,1
Loki (Variant L1130),Thor (Awakened),1,2,1
Killer Croc,Yellowjacket,2,1,2
Teenage Groot,Deathlok,1,2,1
Ancient One,Black Bolt (Earth-838),2,1,2
Hawkman,Rescue,1,2,1
Ratcatcher,Leviathan,2,1,2
Darkseid,Thor (Pre-Ragnarok),1,2,1
Groot,Wasp,1,2,1
Sersi,Penthesileia,1,2,1
The Flash,Frigga,2,1,2
Odin,Wasp,2,1,2
Hespera,Loki,2,1,2
Wasp,Nam-Ek,2,1,2
Sif,Jessica Jones,1,2,1
Cheetah,General Zod,1,2,1
The Flash,Daredevil,1,2,1
Malekith,Warlock,2,1,2
Shuri,Enchantress,1,2,1
Dark Flash,Ronan the Accuser (Power Stone),2,1,2
Killer Croc,Steppenwolf,2,1,2
Hulk (Stark Gauntlet),Philippus,2,1,2
Leo Fitz,Dar-Benn,2,1,2
Penthesileia,Mantis,1,2,1
Peacemaker,Captain America (Worthy),1,2,1
Mr. Fantastic (Earth-838),Moon Knight,2,1,2
Killian,Ikaris,2,1,2
Jor-El,Cyborg,1,2,1
Sersi,Quicksilver,2,1,2
Pepper Potts (Extremis),Ares,2,1,2
Vision,Dar-Benn,2,1,2
Fandral,Elektra,2,1,2
Mandarin,Starro,2,1,2
Winter Soldier,Queen Hippolyta,1,2,1
Queen Atlanna,T.D.K.,2,1,2
The Great Protector,Hela,1,2,1
Ronin,The Executioner,2,1,2
Nebula,Captain Carter (Earth-838),1,2,1
Photon,Judomaster,2,1,2
Nomad,Chitauri Footsoldier,1,2,1
Black Panther (Variant),Jemiah the Analyzer,1,2,1
Penthesileia,Peacemaker,2,1,2
Leo Fitz,Atom Smasher,2,1,2
Nuidis Vulko,Ikaris,1,2,1
Lex Luthor,Shazam,1,2,1
King Nereus,Hulk (Stark Gauntlet),2,1,2
Kro,Killmonger,2,1,2
Mr. Knight,Okoye,2,1,2
Gilgamesh,Wong,2,1,2
Gilgamesh,Elektra,2,1,2
Iron Man (Hulkbuster),Mr. Knight,1,2,1
Hespera,Gluttony,1,2,1
Incubus,Taskmaster,2,1,2
Cull Obsidian,Captain America (Worthy),1,2,1
Thor (Pre-Ragnarok),Ms. Marvel,1,2,1
Hela,Giant-Man,1,2,1
Dark Flash,Darkseid,2,1,2
Deathlok,Thanos (Infinity Gauntlet),1,2,1
Mighty Thor,Kang the Conqueror,2,1,2
Shazam,Hulk,1,2,1
Nick Fury,Loki (Variant L1130),2,1,2
Lex Luthor,Kingpin,2,1,2
Ancient One (Time Stone),Kro,2,1,2
Corvus Glaive,Baron Zemo,1,2,1
Supergirl,Heimdall,2,1,2
Pepper Potts (Extremis),Black Widow (Variant),2,1,2
Gamora,Vigilante,1,2,1
Teenage Groot,Gamora,1,2,1
Cyborg,Kurse,1,2,1
Parademon,Korath the Pursuer,2,1,2
Huntress,Okoye,2,1,2
General Zod,Black Panther (Variant),1,2,1
Arishem the Judge,Wrath,1,2,1
Yondu,Talos the Untamed,1,2,1
Luke Cage,Black Widow (Variant),2,1,2
Ghost,Black Widow (Variant),2,1,2
Photon,Nick Fury,2,1,2
Kingpin,Red Skull (Stonekeeper),2,1,2
Philippus,Supergirl,2,1,2
Taskmaster,Fandral,1,2,1
Yellowjacket,Kid Loki,1,2,1
Proxima Midnight,Agatha Harkness,1,2,1
Fandral,Doctor Strange,2,1,2
MBaku,Stature,1,2,1
She-Hulk,Spectral Vision,2,1,2
Thor,Phastos,1,2,1
Loki,Moon Knight,1,2,1
Groot,Loki (King of Asgard),2,1,2
Wasp,Ocean Master,2,1,2
Pepper Potts (Extremis),Groot,1,2,1
Iron Man (MK 1),Nomad,2,1,2
Black Panther,Agatha Harkness,2,1,2
Parademon,Doctor Strange,1,2,1
Baron Mordo,Okoye,1,2,1
Captain Carter (Earth-838),Captain America (Worthy),2,1,2
Iron Man (Hulkbuster),Shazam,1,2,1
Thor (Pre-Ragnarok),Freddy Freeman,2,1,2
Ultron,Wolverine,2,1,2
Iron Man,Kro,2,1,2
The Punisher,The Flash,1,2,1
Rescue,King Shark,2,1,2
Red Guardian,Mandarin,2,1,2
Nuidis Vulko,Taskmaster,2,1,2
Nebula,Malekith (Reality Stone),2,1,2
White Wolf,Envy,2,1,2
Killian,Ancient One,1,2,1
Deadshot,Yellowjacket,2,1,2
Hulk,Kro,1,2,1
Malekith,Thanos,2,1,2
Fenris,Thanos (Infinity Gauntlet),2,1,2
Iron Spider,Iron Man (Stark Gauntlet),2,1,2
Spectral Vision,Fat Thor,2,1,2
Baron Zemo,Surtur,2,1,2
Surtur,Lady Loki,1,2,1
Cyborg,Luke Cage,1,2,1
Doomsday,Korath the Pursuer,1,2,1
Corvus Glaive,Captain America (Worthy),1,2,1
Wolverine,Thanos,1,2,1
Thor (Pre-Ragnarok),Ratcatcher,1,2,1
Arishem the Judge,Captain Carter (Earth-838),2,1,2
Swole Groot,Fenris,1,2,1
Peacemaker,Supergirl,2,1,2
Deadshot,Proxima Midnight,2,1,2
Fandral,Unworthy Thor,1,2,1
Judomaster,Giah,1,2,1
Star-Lord,Vigilante,1,2,1
Ajak,Nam-Ek,1,2,1
Thor (Awakened),Hawkeye,2,1,2
Iron Fist,Doomsday,1,2,1
Killmonger,The Executioner,1,2,1
Black Canary,Lust,2,1,2
Thanos,Vulture,2,1,2
Hawkman,Quake,2,1,2
White Dragon,Fandral,1,2,1
Lex Luthor,Ms. America,2,1,2
Talos the Untamed,Rocket Raccoon,1,2,1
Abomination,The Great Protector,1,2,1
Deadshot,Black Manta,1,2,1
Killer Croc,Shazam,2,1,2
Mandarin,Sersi,2,1,2
Whiplash,Dormammu,1,2,1
Korath the Pursuer,Kid Loki,1,2,1
Stature,Vigilante,2,1,2
Lady Loki,Echo,1,2,1
War Machine,Ikaris,1,2,1
Envy,Okoye,1,2,1
Starro,Doctor Strange,1,2,1
Thena,Parademon,1,2,1
Thor (Pre-Ragnarok),Darkseid,1,2,1
Shazam,Zeus,2,1,2
Ms. America,El Diablo,1,2,1
Ironheart,Heimdall,2,1,2
Gamora,Nick Fury,2,1,2
Cheetah,Red Guardian,2,1,2
Mister Zsasz,Unworthy Thor,2,1,2
Black Bolt,Hespera,2,1,2
Elektra,Wong,1,2,1
Iron Monger,Captain Marvel,2,1,2
The Punisher,Doctor Strange,2,1,2
Echo,Mr. Knight,2,1,2
Enchantress,Iron Man (Stark Gauntlet),2,1,2
Eternity,Cyborg,2,1,2
Kang the Conqueror,Iron Man,1,2,1
Taskmaster,Wrath,1,2,1
Iron Man (Stark Gauntlet),War Machine,1,2,1
Shang-Chi,Quake,2,1,2
Swole Groot,Mera,1,2,1
Makkari,Star-Lord,1,2,1
Philippus,Cassandra Cain,2,1,2
General Zod,Gravik,1,2,1
Kang the Conqueror,Moon Knight,2,1,2
Korath the Pursuer,Killer Croc,2,1,2
Gilgamesh,Korg,2,1,2
Cassandra Cain,Black Bolt,2,1,2
Sol Soria,General Zod,1,2,1
Thor (Pre-Ragnarok),Spider-Man,2,1,2
Ghost,Black Manta,1,2,1
Hela,Surtur,1,2,1
Cull Obsidian,Warlock,1,2,1
The Executioner,Whiplash,2,1,2
Enchantress,Peacemaker,1,2,1
Ebony Maw,Gluttony,2,1,2
Baron Zemo,Whiplash Mark II,2,1,2
Ayo,Baron Mordo,1,2,1
Aquaman,MODOK,1,2,1
Philippus,Wrath,1,2,1
Gilgamesh,Odin,1,2,1
Iron Monger,Loki (Variant L1130),1,2,1
Pepper Potts (Extremis),Star-Lord (Celestial Power),2,1,2
Rescue,Polka-Dot Man,2,1,2
Wasp,Jor-El,1,2,1
Gorr the God Butcher,Cheetah,2,1,2
Hawkman,Wolverine,1,2,1
Pepper Potts (Extremis),The Grandmaster,2,1,2
Mr. Knight,Hela,2,1,2
Cassandra Cain,Nick Fury,2,1,2
Ms. America,Incubus,1,2,1
Yondu,Kro,2,1,2
Vulture,Outrider,2,1,2
Ronin,T.D.K.,2,1,2
Doctor Fate,Rick Flag,2,1,2
Leo Fitz,Photon,2,1,2
Black Canary,Captain Carter (Earth-838),2,1,2
Judomaster,Incubus,2,1,2
Nuidis Vulko,Agatha Harkness,2,1,2
Atom Smasher,Thanos,2,1,2
Ares,Zeus,2,1,2
Ronan the Accuser (Power Stone),Captain America,2,1,2
Hawkman,Enchantress,1,2,1
Iron Man,Ancient One (Time Stone),1,2,1
Doctor Sivana,Iron Man (MK 1),2,1,2
Giah,Fandral,1,2,1
Talos the Untamed,Black Mask,2,1,2
Kurse,Ms. Marvel,2,1,2
Ares,Enchantress,1,2,1
Loki (Keeper of the Multiverse),Loki (Mind Stone),2,1,2
Doctor Fate,King Shark,2,1,2
Black Mask,Quicksilver,1,2,1
King Shark,Star-Lord (Celestial Power),2,1,2
Namor,Iron Man (MK 1),1,2,1
Dormammu,Faora,1,2,1
Black Bolt (Earth-838),Dar-Benn,1,2,1
Ghost Rider,Gorr the God Butcher,2,1,2
Peacemaker,Ms. America,2,1,2
Queen Atlanna,Surtur,2,1,2
Ebony Maw,Peacemaker,1,2,1
Karathen,King Shark,1,2,1
Batman,Drax the Destroyer,2,1,2
Batman,The Grandmaster,1,2,1
Superman,Leviathan,2,1,2
Iron Man,Green Lantern,2,1,2
Malekith (Reality Stone),War Machine,2,1,2
Bullseye,Loki (Mind Stone),2,1,2
Black Manta,Sif,1,2,1
Odin,Taskmaster,1,2,1
Wolverine,Pepper Potts (Extremis),2,1,2
Judomaster,Wanda Maximoff (Pre-Wandavision),1,2,1
Baron Zemo,Vigilante,2,1,2
Ghost,War Machine,1,2,1
Queen Atlanna,Thanos,1,2,1
Atom Smasher,Hespera,1,2,1
Giah,Ant-Man,2,1,2
Mandarin,Gorr the God Butcher,2,1,2
Eternity,Taskmaster,1,2,1
White Wolf,The Punisher,1,2,1
Loki,Ms. Marvel,1,2,1
Leo Fitz,Captain Carter (Earth-838),2,1,2
Whiplash,Corvus Glaive,1,2,1
Star-Lord,Black Bolt,2,1,2
Doctor Fate,Slipknot,2,1,2
Wonder Woman,Ajak,2,1,2
Black Panther,Wong,1,2,1
Wong,Warlock,2,1,2
The Executioner,The Grandmaster,2,1,2
Wasp,Jemiah the Analyzer,2,1,2
General Zod,Ghost Rider,1,2,1
Thanos (Infinity Gauntlet),Nam-Ek,2,1,2
White Dragon,High Evolutionary,1,2,1
Black Widow,Ghost Rider,2,1,2
Bucky Barnes,Mantis,1,2,1
Iron Man (Hulkbuster),Iron Spider,1,2,1
Cyborg,Ant-Man,1,2,1
Ghost,Ms. America,1,2,1
Star-Lord,Rick Flag,1,2,1
Sersi,Sif,1,2,1
Gorr the God Butcher,Fenris,2,1,2
Captain Marvel,The Punisher,1,2,1
Wolverine,Ancient One,1,2,1
Namor,Black Panther (Variant),1,2,1
Red Guardian,Killmonger,1,2,1
Wonder Woman,Iron Fist,2,1,2
Black Widow (Variant),Red Skull (Stonekeeper),1,2,1
Nick Fury,Penthesileia,2,1,2
Baron Zemo,Bucky Barnes,2,1,2
Moon Knight,Nick Fury,1,2,1
Ms. Marvel,King Shark,2,1,2
Bucky Barnes,Thor (Awakened),1,2,1
Star-Lord,Proxima Midnight,2,1,2
Captain America (Worthy),Loki (Mind Stone),2,1,2
Katana,Iron Man,2,1,2
Gorr the God Butcher,Yellowjacket,2,1,2
Ironheart,Savant,1,2,1
Arishem the Judge,Cassandra Cain,2,1,2
Hawkeye (Variant),Nuidis Vulko,1,2,1
The Punisher,Gargantos,1,2,1
The Executioner,General Zod,2,1,2
Ajak,Black Bolt (Earth-838),2,1,2
Fandral,Iron Man (MK 1),1,2,1
Philippus,Kingpin,2,1,2
Crossbones,Huntress,2,1,2
Mera,Ratcatcher,1,2,1
Black Widow (Variant),Abomination,2,1,2
Black Bolt,Abomination,2,1,2
Killer Croc,T.D.K.,1,2,1
Black Widow (Variant),Gluttony,2,1,2
Red Guardian,Incubus,1,2,1
Kingo,Black Widow (Variant),1,2,1
Fandral,Black Panther,2,1,2
Wasp,Sol Soria,2,1,2
Teenage Groot,Hespera,1,2,1
Gargantos,Okoye,2,1,2
Jessica Jones,Drax the Destroyer,1,2,1
Cheetah,Falcon,2,1,2
Envy,Sersi,1,2,1
Star-Lord,Thor,2,1,2
Spectral Vision,Mandarin,1,2,1
Darkseid,Star-Lord (Celestial Power),1,2,1
Hawkeye,Valkyrie,2,1,2
Ronan the Accuser,Mr. Fantastic (Earth-838),1,2,1
Abomination,Unworthy Thor,2,1,2
Thanos (Infinity Gauntlet),Fandral,2,1,2
Sol Soria,Doctor Strange,2,1,2
Ego,The Collector,1,2,1
Ancient One,Makkari,2,1,2
El Diablo,Thanos (Infinity Gauntlet),1,2,1
Scarlet Witch,Iron Fist,2,1,2
Baron Mordo,Echo,1,2,1
Loki (Mind Stone),Drax the Destroyer,1,2,1
Gorr the God Butcher,Bucky Barnes,1,2,1
Thor (Pre-Ragnarok),White Dragon,1,2,1
Thor,Freddy Freeman,2,1,2
Valkyrie,Mister Zsasz,1,2,1
Talos the Untamed,Warlock,2,1,2
Unworthy Thor,Steppenwolf,1,2,1
Hespera,Savant,1,2,1
T.D.K.,Sol Soria,2,1,2
Ultron,Superman,2,1,2
The Executioner,Outrider,2,1,2
King Shark,Lust,1,2,1
Zeus,Loki (Mind Stone),1,2,1
White Dragon,Baron Zemo,1,2,1
Iron Man (Hulkbuster),Daredevil,1,2,1
Moon Knight,Gilgamesh,1,2,1
Iron Man (Hulkbuster),Elektra,2,1,2
War Machine,Gargantos,2,1,2
Ironheart,Namor,2,1,2
Killian,Iron Fist,1,2,1
Dark Flash,Korath the Pursuer,2,1,2
The Grandmaster,Red Skull (Stonekeeper),1,2,1
The Great Protector,Mister Zsasz,1,2,1
Loki (Keeper of the Multiverse),Kingo,1,2,1
Yellowjacket,Bucky Barnes,2,1,2
White Wolf,Thor,1,2,1
Bullseye,Captain Boomerang,1,2,1
Gamora,Penthesileia,1,2,1
Sif,Kingo,2,1,2
Baron Mordo,Mandarin,2,1,2
Thanos (Infinity Gauntlet),Vision,2,1,2
Black Mask,Slipknot,2,1,2
Sinister Strange,White Wolf,1,2,1
Falcon,Frigga,1,2,1
El Diablo,Black Bolt (Earth-838),1,2,1
Groot,Captain America (Worthy),2,1,2
Jessica Jones,Ironheart,1,2,1
Loki (Variant L1130),Makkari,1,2,1
Luke Cage,Sinister Strange,2,1,2
Hulk (Stark Gauntlet),Heimdall,2,1,2
Thanos (Infinity Gauntlet),Shang-Chi,2,1,2
Ancient One,Star-Lord,2,1,2
Baron Mordo,Ronin,2,1,2
Mister Zsasz,Killian,2,1,2
Sersi,Giant-Man,1,2,1
Stature,Iron Man (MK 1),1,2,1
Queen Atlanna,Ronin,1,2,1
Unworthy Thor,Pepper Potts (Extremis),2,1,2
The Punisher,Loki (Mind Stone),2,1,2
Surtur,Loki,2,1,2
Talos the Untamed,Ronin,2,1,2
Thor (Awakened),Spectral Vision,2,1,2
Black Mask,Echo,2,1,2
Whiplash,Mysterio,2,1,2
Rescue,Lady Loki,2,1,2
Doctor Sivana,Shang-Chi,2,1,2
Gamora,The Executioner,1,2,1
Penthesileia,Luke Cage,1,2,1
War Machine,Giah,2,1,2
Crossbones,Shazam,2,1,2
She-Hulk,Peacemaker,2,1,2
Ares,Moon Knight,1,2,1
Wanda Maximoff (Pre-Wandavision),Whiplash Mark II,2,1,2
Rocket Raccoon,Baron Mordo,1,2,1
Smart Hulk,Frigga,1,2,1
Wanda Maximoff (Pre-Wandavision),Star-Lord,2,1,2
Destroyer,Gamora,2,1,2
Dark Flash,Black Manta,1,2,1
Envy,Warlock,2,1,2
Proxima Midnight,Joker,1,2,1
Jessica Jones,Thor,2,1,2
Hela,Ebony Maw,2,1,2
Nam-Ek,Captain Carter (Earth-838),2,1,2
Batman,Elektra,2,1,2
Harley Quinn,Kang the Conqueror,1,2,1
Iron Man (Stark Gauntlet),Elektra,1,2,1
Ayo,Star-Lord (Celestial Power),2,1,2
She-Hulk,Dormammu,2,1,2
Yondu,Hela,1,2,1
Black Bolt (Earth-838),Outrider,2,1,2
Nam-Ek,Hawkman,1,2,1
Yellowjacket,Nuidis Vulko,2,1,2
Elektra,Baron Zemo,2,1,2
Kingpin,Yellowjacket,2,1,2
Teenage Groot,Ronin,2,1,2
Yondu,White Wolf,2,1,2
Bucky Barnes,Okoye,1,2,1
Lust,Savant,1,2,1
Kang the Conqueror,Wonder Woman,1,2,1
Abomination,Hespera,1,2,1
Captain America (Worthy),Iron Fist,1,2,1
Rescue,Penthesileia,2,1,2
Queen Hippolyta,Mister Zsasz,1,2,1
Captain America,Yellowjacket,2,1,2
Wonder Woman,Dormammu,2,1,2
Ms. America,Bucky Barnes,1,2,1
Nam-Ek,Kid Loki,1,2,1
Mysterio,Iron Man (Stark Gauntlet),1,2,1
Thanos,Zeus,2,1,2
Hawkman,Heimdall,1,2,1
Thor (Awakened),Sabbac,2,1,2
Darkseid,Vulture,2,1,2
Ajak,Baron Zemo,1,2,1
Frigga,Polka-Dot Man,1,2,1
Rick Flag,Ant-Man,1,2,1
Iron Spider,Red Skull,2,1,2
Queen Atlanna,Sersi,2,1,2
Baron Mordo,Bucky Barnes,1,2,1
Whiplash Mark II,Namor,2,1,2
Ghost Rider,Chitauri Footsoldier,2,1,2
Odin,Cheetah,1,2,1
Ghost Rider,Gargantos,1,2,1
Moon Knight,The Collector,1,2,1
Outrider,Mr. Knight,1,2,1
Hawkman,Unworthy Thor,1,2,1
Ancient One (Time Stone),Malekith (Reality Stone),2,1,2
Parademon,Yondu,1,2,1
Hawkman,Faora,1,2,1
Gargantos,Black Bolt (Earth-838),2,1,2
Queen Atlanna,Hela,2,1,2
Green Lantern,Savant,2,1,2
Loki (Keeper of the Multiverse),Doctor Fate,1,2,1
Nam-Ek,Hawkeye,1,2,1
Captain Boomerang,Wong,2,1,2
Vulture,El Diablo,1,2,1
Iron Man (MK 1),Harley Quinn,2,1,2
Ratcatcher,Mighty Thor,1,2,1
Envy,The Collector,2,1,2
Joker,Baron Zemo,1,2,1
Ronan the Accuser (Power Stone),Polka-Dot Man,2,1,2
Huntress,Korath the Pursuer,1,2,1
Surtur,Teenage Groot,1,2,1
Ego,Scarlet Witch,2,1,2
Bucky Barnes,Bullseye,2,1,2
Valkyrie,Iron Monger,1,2,1
Kid Loki,Dark Flash,2,1,2
Okoye,Iron Man (MK 1),2,1,2
Superman,Bucky Barnes,2,1,2
Agatha Harkness,Warlock,1,2,1
Enchantress,Lady Loki,2,1,2
Arishem the Judge,Rick Flag,2,1,2
Ronin,Black Adam,2,1,2
Cull Obsidian,Joker,1,2,1
Corvus Glaive,Destroyer,1,2,1
White Wolf,Okoye,2,1,2
Mister Zsasz,Red Guardian,1,2,1
Ratcatcher,Lex Luthor,1,2,1
Black Bolt (Earth-838),Starro,1,2,1
Philippus,Nebula,2,1,2
Talos the Untamed,Nam-Ek,2,1,2
Scarlet Witch,Bullseye,2,1,2
Kro,Rocket Raccoon,2,1,2
Katana,Red Skull (Stonekeeper),1,2,1
Wolverine,Destroyer,1,2,1
Starro,Black Canary,2,1,2
White Dragon,Iron Monger,2,1,2
Eternity,Makkari,2,1,2
Echo,Leviathan,1,2,1
Killian,Odin,1,2,1
Penthesileia,Korg,1,2,1
T.D.K.,Lady Loki,1,2,1
Fat Thor,Ancient One (Time Stone),1,2,1
Whiplash Mark II,Zeus,1,2,1
Talos the Untamed,Groot,1,2,1
Mighty Thor,White Wolf,1,2,1
Hespera,Doctor Strange,1,2,1
Fenris,Valkyrie,2,1,2
Black Mask,White Wolf,1,2,1
Mister Zsasz,Iron Spider,2,1,2
Philippus,Kid Loki,1,2,1
Arishem the Judge,Daredevil,1,2,1
Vigilante,Queen Atlanna,2,1,2
Shazam,Kaecilius,1,2,1
Loki (Variant L1130),Parademon,1,2,1
Killmonger,Shang-Chi,2,1,2
Vulture,Fandral,2,1,2
Lex Luthor,Penthesileia,2,1,2
Ocean Master,Cyborg,2,1,2
Envy,Nuidis Vulko,1,2,1
Black Canary,Nomad,2,1,2
Cheetah,Shang-Chi,1,2,1
Black Mask,Mr. Fantastic (Earth-838),2,1,2
Dark Flash,Nam-Ek,2,1,2
Mandarin,Penthesileia,2,1,2
Unworthy Thor,Whiplash,1,2,1
Ronan the Accuser,Queen Atlanna,2,1,2
Loki,Ant-Man,2,1,2
Gamora,Iron Monger,1,2,1
Gluttony,Bloodsport,1,2,1
Warlock,Karathen,2,1,2
Giah,Killmonger,2,1,2
Wolverine,Shazam,1,2,1
Ronan the Accuser,Huntress,2,1,2
Captain America,Wolverine,2,1,2
Sersi (Uni-Mind),Falcon,2,1,2
Parademon,Doomsday,2,1,2
Ebony Maw,Wasp,2,1,2
Sinister Strange,Hawkeye (Variant),2,1,2
Loki (Variant L1130),Iron Man (MK 1),2,1,2
Rescue,Ancient One,1,2,1
Faora,Huntress,1,2,1
Ares,Mister Zsasz,2,1,2
Namor,Heimdall,1,2,1
Incubus,Jor-El,1,2,1
Black Panther,Baron Mordo,1,2,1
Baron Mordo,Black Bolt (Earth-838),1,2,1
Hulk (Stark Gauntlet),Iron Man (Stark Gauntlet),1,2,1
Captain Marvel,Whiplash Mark II,2,1,2
Falcon,Gluttony,1,2,1
Thena,Incubus,1,2,1
Thor (Awakened),Hawkeye (Variant),1,2,1
Hela,Kingpin,1,2,1
Wasp,Nomad,1,2,1
Loki (Keeper of the Multiverse),Fenris,1,2,1
Mr. Knight,Ancient One (Time Stone),2,1,2
Yondu,Kingo,2,1,2
Ms. Marvel,Ultron,2,1,2
Black Manta,Kingpin,1,2,1
Mr. Fantastic (Earth-838),Green Lantern,2,1,2
Cyclone,Zeus,2,1,2
The Collector,Corvus Glaive,1,2,1
Yondu,Black Bolt (Earth-838),1,2,1
Elektra,Proxima Midnight,2,1,2
Loki (King of Asgard),Black Bolt,1,2,1
Pepper Potts (Extremis),Bullseye,2,1,2
Gilgamesh,Iron Man (Stark Gauntlet),2,1,2
Katana,Savant,2,1,2
The Great Protector,Starro,1,2,1
Okoye,Sif,1,2,1
Thor (Awakened),Queen Atlanna,2,1,2
Cyborg,Kaecilius,2,1,2
Ayo,Iron Monger,1,2,1
